## File generated by myo_cap software 
## Available from github.com/ddantas/myo_cap 
## Timestamp: 2020-04-30_23-41-37 
##  
## EMG capture settings 
##  
# sampleRate: 2000 
# channelsPerBoard: 4 
# nBoards: 1 
# bitsPerSample: 12 
# ch0;ch1;ch2;ch3
308;264;248;250
239;223;168;160
180;175;116;128
128;118;120;127
80;108;127;80
124;111;109;76
104;124;127;111
76;96;112;127
111;111;92;80
104;127;126;127
84;96;126;119
84;88;112;127
111;103;76;88
100;124;116;104
104;110;102;100
96;127;111;95
72;100;102;108
116;111;68;80
100;119;111;86
68;88;116;111
111;119;127;127
92;84;108;126
127;119;111;80
100;127;127;86
80;100;104;116
127;94;80;72
88;126;111;87
72;84;110;111
111;96;76;72
88;119;95;87
64;96;119;79
64;88;111;111
111;100;84;80
88;111;68;64
80;94;108;100
100;111;108;104
102;84;80;102
111;68;68;92
100;84;68;64
68;64;80;88
95;48;72;95
95;52;68;92
95;103;100;100
108;111;95;95
64;80;111;111
76;68;80;108
87;68;108;111
70;76;84;92
111;95;64;76
84;68;64;72
94;109;95;64
72;92;92;72
64;76;95;95
95;109;102;100
100;102;108;111
111;95;79;68
104;111;76;72
100;92;96;111
111;96;92;96
110;111;111;111
64;110;95;68
100;95;64;80
110;111;111;111
111;72;88;102
111;104;92;92
110;111;111;79
64;88;88;92
88;80;72;84
84;84;95;71
64;56;52;52
52;64;68;80
94;95;95;87
76;52;72;100
87;52;76;94
111;52;80;111
94;68;64;100
111;70;64;64
84;111;87;70
64;84;110;108
111;111;111;95
76;68;80;84
92;111;64;84
111;111;111;119
127;72;96;118
116;92;84;84
108;95;64;76
102;111;111;95
87;64;76;100
111;64;84;111
64;80;111;87
64;92;111;111
111;110;96;108
111;68;76;92
119;79;72;100
111;108;111;119
103;79;76;72
116;111;76;72
102;111;95;79
64;80;92;84
92;111;95;95
95;64;84;111
95;79;64;72
84;80;111;95
79;76;88;111
95;64;68;80
96;95;64;84
111;111;79;64
80;92;111;111
111;95;68;80
108;119;118;119
119;127;111;111
80;96;122;111
76;84;88;108
127;125;127;111
95;76;84;96
127;95;103;111
103;80;118;111
76;96;118;126
127;95;76;96
100;110;116;127
127;76;72;84
100;119;119;111
95;84;80;104
126;84;80;96
108;104;100;84
88;96;102;111
70;72;100;111
111;68;64;64
64;68;92;100
111;79;64;76
103;111;111;111
87;68;88;111
103;87;64;84
110;76;68;102
111;68;64;80
100;95;64;64
108;95;64;84
100;87;64;80
111;60;68;76
100;95;64;68
110;52;68;94
110;95;79;64
92;111;111;111
95;68;100;111
111;68;80;108
119;76;68;80
110;111;111;116
104;88;84;100
111;68;80;88
100;111;70;68
100;111;79;64
76;119;79;64
80;100;111;95
95;95;95;68
84;110;111;111
111;87;72;88
116;119;126;127
111;80;118;127
84;88;104;127
111;95;76;84
119;79;80;100
104;111;127;103
72;96;126;127
95;80;120;125
127;127;127;127
119;127;127;127
119;103;96;88
96;127;127;86
96;127;127;94
88;127;111;76
104;124;127;127
127;126;126;127
127;84;96;124
127;95;80;96
124;127;127;127
127;80;96;124
127;127;119;92
96;118;127;127
127;127;127;111
88;127;119;84
96;100;116;108
116;127;94;80
84;122;95;68
80;92;96;110
100;80;84;92
111;111;86;64
92;111;111;108
116;87;72;119
111;64;84;119
95;68;88;108
95;68;80;108
111;111;111;111
111;76;80;100
111;111;116;126
127;111;103;76
96;111;72;96
102;92;80;84
96;111;74;76
119;111;68;68
64;64;92;111
111;103;68;76
96;111;64;68
96;88;84;102
111;64;80;80
100;92;108;111
104;104;108;111
111;119;119;111
100;119;119;127
103;84;108;111
72;76;92;104
119;95;68;88
100;119;95;78
68;119;111;95
68;88;119;111
93;96;110;119
68;100;119;111
95;88;116;126
111;111;84;76
84;88;102;108
100;92;92;88
96;92;92;92
108;95;64;64
88;108;103;92
72;68;96;111
64;72;100;109
111;111;95;68
80;119;87;76
111;111;86;68
92;119;111;64
100;104;111;119
103;68;88;125
68;80;102;110
111;64;96;84
88;111;93;95
64;96;110;111
119;119;111;111
84;100;110;127
127;111;84;84
116;126;127;111
92;96;127;95
88;124;127;103
84;76;96;104
108;88;68;72
96;111;87;70
72;92;111;111
111;93;78;72
108;110;108;118
119;111;111;84
84;110;116;100
80;68;80;102
110;96;100;111
111;111;111;111
95;78;87;72
88;111;68;80
119;95;78;87
111;111;95;72
96;88;96;96
92;80;72;80
92;76;64;64
94;95;60;64
72;64;68;80
94;95;92;80
95;111;95;87
64;80;92;111
87;68;100;111
79;79;70;64
84;100;108;95
64;80;111;111
111;68;88;111
119;95;87;64
88;92;108;111
119;111;87;76
108;108;124;95
72;100;111;68
104;119;95;111
127;124;108;127
111;80;80;88
110;124;103;72
127;84;68;88
119;111;78;76
84;111;95;64
84;119;95;64
76;88;100;111
79;64;80;100
111;95;79;64
100;95;68;64
80;80;92;102
111;87;64;80
111;95;68;64
102;70;68;88
111;111;111;119
111;118;100;104
100;84;88;108
119;68;68;84
119;66;68;96
111;95;64;80
104;111;111;110
119;76;80;96
111;119;111;78
84;118;111;79
72;96;119;79
64;84;111;111
95;64;84;102
110;111;111;87
68;80;92;108
111;79;72;92
111;64;88;95
64;64;72;86
111;52;72;106
111;111;111;76
80;104;111;104
88;96;108;119
111;64;84;96
104;119;95;68
88;108;119;111
111;111;76;84
100;96;102;111
78;68;80;84
96;92;84;92
92;103;111;100
84;80;104;111
111;111;95;64
88;100;111;111
103;87;70;68
108;119;125;111
72;96;125;95
72;108;127;95
72;108;116;100
100;126;111;95
68;88;118;95
76;76;92;100
96;96;108;111
111;68;76;110
111;111;111;87
80;110;127;111
84;88;104;116
111;72;76;84
111;87;64;92
111;72;64;72
102;95;64;72
111;79;70;64
76;111;87;76
64;68;102;95
64;70;68;56
72;84;103;79
64;64;92;111
95;64;96;111
64;64;106;95
76;96;111;64
84;108;111;111
95;80;110;127
87;80;92;92
127;68;64;68
102;111;79;64
84;111;79;64
88;84;88;94
108;111;111;64
88;104;111;103
72;80;102;79
64;80;96;106
111;64;68;102
95;93;76;70
64;108;111;111
103;72;96;119
111;64;88;118
111;119;110;96
92;92;119;119
87;68;84;104
111;68;92;108
96;111;119;119
127;72;100;127
87;96;127;87
84;96;119;127
103;68;100;111
68;108;111;68
100;110;119;119
111;76;80;100
110;123;127;111
76;96;127;95
72;84;100;119
111;68;80;108
118;117;104;96
108;111;68;76
96;111;111;119
127;68;100;127
111;119;110;96
88;92;96;108
119;72;80;119
111;68;102;119
111;86;72;100
119;76;118;111
90;84;72;88
116;111;95;68
80;88;102;100
119;111;95;68
80;119;111;68
104;111;116;126
111;76;80;80
100;119;111;127
127;124;118;127
127;100;127;127
127;92;96;112
116;96;84;100
119;79;68;72
116;95;76;64
72;84;102;95
64;80;92;100
111;95;64;84
111;78;64;84
96;111;95;79
64;92;111;87
64;64;80;100
102;96;84;92
108;111;87;64
76;80;92;102
111;111;111;104
119;95;87;70
72;111;118;119
127;68;96;104
96;84;76;92
111;64;92;110
111;111;108;111
