## File generated by myo_cap software 
## Available from github.com/ddantas/myo_cap 
## Timestamp: 2020-05-01_00-53-29 
##  
## EMG capture settings 
##  
# sampleRate: 2000 
# channelsPerBoard: 4 
# nBoards: 1 
# bitsPerSample: 12 
# ch0;ch1;ch2;ch3
288;260;224;232
223;177;152;152
164;151;109;100
142;111;84;84
100;96;92;92
104;77;64;88
88;94;94;84
72;72;76;95
95;92;68;64
52;58;48;64
95;93;87;93
95;71;64;76
88;92;88;103
94;80;80;84
95;110;87;69
64;64;68;88
109;95;56;72
111;64;92;103
105;111;111;111
103;119;125;127
121;104;84;84
96;100;100;88
68;64;64;64
92;95;79;56
72;108;102;88
80;84;76;68
94;95;103;111
95;64;64;72
84;88;84;95
100;101;111;109
92;80;84;94
96;107;108;96
92;92;92;108
111;87;79;64
64;84;92;92
111;95;95;95
85;64;80;102
111;75;64;80
84;95;102;94
92;111;111;102
80;68;64;64
76;111;79;64
84;84;80;92
100;111;60;64
111;64;64;76
80;111;87;70
64;64;64;68
94;111;87;87
64;80;102;111
111;119;111;84
72;92;100;111
100;111;111;100
104;127;95;95
84;76;72;72
88;119;103;87
72;80;84;102
111;117;119;119
113;104;100;84
72;68;64;64
72;84;84;80
64;64;80;95
95;87;52;72
103;87;52;84
111;68;64;80
80;92;102;109
95;87;68;64
72;92;111;87
68;64;92;109
87;64;64;80
88;103;103;108
111;87;64;88
100;111;95;64
80;104;106;119
95;68;72;80
104;111;111;119
111;72;80;100
125;111;96;80
84;84;88;96
92;80;68;64
56;52;52;48
76;95;95;95
103;70;56;72
95;107;100;111
95;68;96;111
95;64;96;111
119;91;87;76
68;72;80;96
96;111;111;111
111;76;68;84
125;68;100;111
111;104;84;72
88;111;111;85
68;88;102;111
117;95;91;68
88;100;100;96
92;111;111;119
119;125;127;109
80;80;84;96
111;104;96;104
116;95;68;88
119;109;119;108
100;96;80;92
104;111;95;95
72;64;92;105
111;102;104;100
100;100;92;96
88;72;76;100
111;64;72;94
100;108;111;95
68;80;100;108
104;100;96;92
109;64;72;80
80;72;64;68
80;95;95;95
95;76;64;68
84;95;79;64
80;105;101;88
80;76;72;80
80;95;95;95
100;111;95;111
95;76;68;96
108;95;64;80
110;119;111;95
76;87;68;80
88;108;95;64
104;111;111;95
72;88;92;96
96;111;117;119
111;100;96;88
92;111;95;78
72;92;110;110
108;111;109;76
80;100;116;108
92;72;70;87
87;95;95;111
95;68;110;119
119;87;72;88
111;111;95;76
88;100;104;119
