## File generated by myo_cap software
## Available from github.com/ddantas/myo_cap
## Timestamp: 2018-05-23_20-57-32
##
## EMG capture settings##
# sampleRate: 2000
# channelsPerBoard: 4
# nBoards: 1
# bitsPerSample: 12
##
## Data
## t;ch0;ch1;...;ch(channelsPerBoard * nBoards - 1)
2;318;315;296
170;251;260;241
61;130;135;133
0;1;12;7
0;0;0;0
0;0;0;0
0;0;0;0
3;0;0;0
21;11;10;12
38;39;51;72
51;70;104;137
80;121;130;142
112;162;147;135
192;251;244;244
258;338;338;324
254;318;311;290
185;257;254;253
83;137;136;136
0;0;5;6
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
7;0;0;0
27;22;26;40
47;55;77;114
68;99;135;139
91;132;139;137
121;149;134;147
241;271;248;257
268;326;316;305
228;313;281;256
163;248;251;246
39;111;144;128
0;3;16;20
0;0;0;0
0;0;0;0
0;0;0;0
8;1;0;2
28;22;27;35
41;46;61;90
66;91;127;136
87;130;147;136
118;141;135;136
217;261;247;252
260;350;342;328
244;315;305;271
180;256;256;237
62;129;135;138
0;0;10;14
0;0;0;0
0;0;0;0
0;0;0;0
5;0;0;0
28;16;19;28
36;37;46;70
57;74;108;133
82;121;140;140
110;135;149;132
203;251;254;259
259;349;356;359
243;317;310;283
189;256;255;249
80;130;137;139
0;3;16;32
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
21;9;9;20
28;28;32;44
49;62;83;121
77;115;130;130
100;146;138;133
144;189;203;227
255;322;303;279
258;343;333;308
196;274;259;257
122;173;177;174
5;17;31;45
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
8;0;0;0
21;7;4;3
40;42;53;83
62;84;125;125
88;130;136;134
119;133;133;135
187;248;247;250
265;346;355;359
245;332;325;303
178;252;256;241
69;132;149;129
0;0;10;8
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
20;10;9;12
35;36;45;72
55;73;108;126
73;116;135;132
105;152;135;132
161;215;236;226
262;322;317;297
254;322;311;274
199;265;256;244
114;151;148;137
2;7;16;33
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
5;0;0;0
20;11;7;5
38;37;43;60
62;85;120;126
93;127;134;137
120;140;135;138
210;256;260;256
259;348;347;337
236;334;322;297
174;256;253;252
61;127;141;135
0;0;5;5
0;0;0;0
0;0;0;0
0;0;0;0
4;0;0;2
18;9;6;14
35;35;45;66
55;71;110;125
80;121;134;138
107;147;135;132
147;186;199;218
261;330;317;305
256;351;352;353
200;287;262;252
121;175;180;166
5;21;43;56
0;0;0;0
0;0;0;0
0;0;0;0
2;0;0;0
9;0;0;0
21;10;8;6
36;38;44;60
63;84;118;124
94;127;134;137
123;139;133;137
204;257;256;256
261;332;322;308
246;310;285;251
184;256;251;258
67;128;140;132
0;1;10;23
0;0;0;0
0;0;0;0
0;0;0;0
11;0;1;1
21;10;5;3
34;31;37;44
51;66;93;129
75;115;131;135
107;156;143;138
170;235;258;244
259;329;326;311
255;324;316;292
199;265;267;258
102;155;150;133
1;7;19;27
0;0;0;0
0;0;0;0
0;0;0;0
2;0;0;0
11;2;0;0
22;16;17;21
43;43;60;86
68;95;129;128
92;132;138;132
126;149;139;131
245;281;255;253
260;342;336;321
217;306;274;253
139;212;236;227
23;72;130;138
0;0;13;24
0;0;0;0
0;0;0;0
0;0;0;0
12;1;1;3
31;24;28;39
43;50;67;101
60;90;131;140
95;130;136;138
127;150;140;132
237;294;254;255
269;333;324;309
232;317;293;260
149;229;252;230
29;89;138;129
0;0;18;28
0;0;0;0
0;0;0;0
0;0;0;0
11;1;1;1
21;8;5;4
43;45;57;79
56;81;113;127
82;126;138;135
118;147;133;142
195;250;254;243
262;337;335;322
252;315;304;278
187;256;261;241
79;135;137;140
0;5;19;29
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
18;8;9;12
34;35;41;63
55;72;109;129
73;115;134;133
106;152;133;145
156;206;224;253
255;350;352;370
258;335;342;354
206;281;264;258
120;170;167;154
1;14;28;31
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
7;0;0;0
22;13;13;10
38;43;56;76
61;82;123;139
89;130;134;139
122;154;145;138
246;278;254;259
265;349;346;338
226;322;302;266
153;242;252;251
36;107;132;134
0;0;5;10
0;0;0;0
0;0;0;0
0;0;0;0
9;0;1;2
27;19;27;34
39;40;58;83
57;75;114;128
82;123;145;141
118;147;135;145
211;256;245;252
268;345;348;353
255;327;319;309
191;255;256;253
80;131;138;135
0;2;13;18
0;0;0;0
0;0;0;0
0;0;0;0
1;0;0;0
21;10;14;16
33;31;37;52
49;69;93;131
80;121;130;134
112;136;141;135
172;219;241;247
255;324;319;300
253;314;290;256
193;261;256;245
97;151;140;139
1;9;20;28
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
13;1;0;0
23;16;18;21
41;47;64;88
67;93;131;135
91;136;134;130
123;152;139;140
253;279;260;263
