## File generated by myo_cap software 
## Available from github.com/ddantas/myo_cap 
## Timestamp: 2020-05-01_00-53-14 
##  
## EMG capture settings 
##  
# sampleRate: 2000 
# channelsPerBoard: 4 
# nBoards: 1 
# bitsPerSample: 12 
# ch0;ch1;ch2;ch3
308;286;271;204
176;172;176;174
159;127;118;110
111;96;104;143
127;92;84;88
76;96;110;124
119;72;100;100
96;104;102;92
80;84;88;102
111;111;110;102
96;111;111;111
110;88;72;88
118;64;84;100
108;95;78;78
76;64;92;111
95;64;80;111
111;111;111;119
111;90;78;76
76;84;100;111
64;72;72;88
96;111;103;95
79;68;84;111
64;72;88;111
70;64;80;111
95;95;111;95
78;76;100;111
110;96;80;88
104;111;102;92
88;88;88;92
96;111;95;111
95;64;84;111
95;68;80;80
72;64;80;95
79;64;103;95
68;64;64;72
103;95;95;76
64;76;86;88
100;103;100;100
108;95;64;84
110;108;100;111
111;103;95;68
80;118;111;111
119;78;88;124
103;80;108;110
100;80;72;84
102;111;111;95
64;80;80;80
80;94;111;111
111;64;96;95
79;68;68;76
94;92;80;72
72;95;103;64
64;92;103;94
68;64;68;72
80;84;76;76
68;68;68;88
95;95;95;95
109;100;92;84
88;108;111;111
95;68;72;84
80;84;80;86
92;94;94;76
68;88;76;64
64;76;95;79
79;56;48;76
95;95;95;95
64;72;103;111
103;64;76;92
111;87;64;64
84;108;111;95
79;68;100;102
92;80;92;111
72;64;80;84
76;88;94;102
94;104;111;111
92;64;92;111
111;111;79;68
80;96;111;111
111;111;111;119
119;108;92;92
100;119;119;95
76;80;80;84
100;111;95;68
72;84;100;111
111;92;80;104
110;111;111;110
102;111;96;88
100;92;68;94
111;111;95;87
84;72;80;92
104;104;92;76
64;68;72;102
68;64;103;95
95;95;95;70
64;72;92;100
92;108;103;94
100;111;110;96
100;111;111;111
108;119;119;119
108;96;96;100
92;104;92;84
72;76;76;64
52;68;78;76
76;76;80;80
92;95;80;68
68;86;95;95
88;95;64;68
95;95;88;84
72;64;84;95
56;64;88;95
95;60;64;88
95;64;68;84
109;62;64;76
110;79;64;64
68;52;68;76
92;95;95;103
94;86;80;102
100;103;108;111
111;79;64;68
92;110;108;104
111;108;108;119
119;108;84;68
80;118;111;111
95;76;72;80
96;111;106;84
72;72;68;84
94;95;80;64
52;64;48;52
64;64;76;84
92;95;63;48
68;92;92;88
92;103;103;103
102;92;76;72
94;107;102;104
111;111;96;76
68;64;64;68
68;76;84;78
76;92;80;72
64;64;64;84
90;95;95;92
92;84;68;76
84;87;54;52
76;95;71;48
84;95;79;64
52;76;72;68
72;84;92;95
79;52;68;76
95;95;103;103
111;71;64;80
102;111;111;103
68;80;110;111
111;95;95;76
80;116;111;96
88;88;68;64
84;108;111;111
111;111;92;84
84;80;96;108
100;80;64;79
76;64;64;80
88;95;88;92
94;108;95;79
64;68;76;103
111;95;109;104
84;84;88;76
68;84;103;103
110;88;68;64
72;72;72;80
95;95;52;64
76;95;95;109
103;106;88;96
100;111;111;111
116;102;80;68
64;92;103;111
111;111;125;95
95;78;72;88
110;111;118;111
70;76;100;111
119;87;78;95
116;118;96;78
103;111;122;127
125;111;94;94
90;76;84;96
96;96;102;92
88;92;80;64
72;76;76;103
102;95;84;80
76;80;84;103
95;95;79;64
72;100;84;72
84;79;56;64
76;95;95;68
64;76;72;76
95;79;48;88
95;52;68;80
80;95;95;95
80;76;88;103
103;95;80;72
76;64;68;76
76;76;72;68
78;95;93;95
80;68;64;68
72;76;68;76
86;78;72;76
86;95;95;88
76;68;80;95
95;95;76;64
64;72;76;76
95;95;88;84
72;64;84;95
95;64;64;76
100;103;95;70
64;80;103;95
64;92;94;92
100;111;68;68
84;111;70;64
64;68;84;111
70;68;64;64
80;95;92;92
100;102;96;92
100;111;111;111
111;111;96;76
80;72;80;76
76;76;84;95
95;68;56;64
92;95;84;72
68;64;64;56
78;79;48;44
52;62;44;48
68;87;71;44
48;64;92;84
64;64;68;92
95;71;60;52
64;95;79;52
64;80;95;88
68;56;64;64
72;95;63;62
60;52;64;64
86;95;87;95
68;64;68;64
64;52;72;95
95;48;72;95
79;52;76;94
92;76;76;95
95;52;72;88
95;103;102;94
84;84;100;102
88;72;72;76
68;64;68;92
95;95;92;94
100;92;84;100
108;102;72;64
64;64;92;102
103;106;92;76
100;95;95;64
76;110;100;84
88;100;111;108
111;111;104;111
119;72;72;88
108;111;111;111
110;110;96;96
111;111;108;96
100;102;84;80
96;111;100;88
84;108;111;111
111;68;72;88
108;95;111;108
100;100;118;111
86;68;80;111
119;87;103;119
116;96;76;68
84;84;76;76
103;60;68;95
94;76;64;71
79;64;64;56
64;76;84;80
76;95;95;68
64;84;102;103
95;79;76;64
64;84;110;111
71;64;84;110
111;79;64;64
84;96;88;84
80;64;64;68
76;86;84;92
92;88;76;88
103;52;76;95
95;87;68;64
68;68;76;80
94;87;52;68
92;95;95;95
106;106;108;92
88;92;92;88
92;76;72;84
102;79;52;68
80;103;79;48
80;95;95;95
79;64;72;95
111;109;111;108
111;96;84;80
84;88;100;103
108;108;104;102
96;100;84;84
84;76;76;94
102;103;108;111
110;102;96;108
111;79;76;64
88;102;111;95
64;80;92;102
111;64;84;84
80;72;64;87
95;95;111;111
78;80;119;95
68;84;108;110
119;87;68;80
96;111;103;111
119;111;95;78
80;119;111;72
96;127;127;124
100;96;96;92
80;80;76;96
111;110;92;76
64;68;76;94
88;94;103;102
100;103;102;84
80;76;84;95
108;95;64;76
108;110;96;84
96;111;79;64
84;108;94;64
84;111;111;111
111;111;92;72
68;84;108;110
111;100;104;108
84;68;64;80
68;76;92;102
103;95;111;111
111;111;100;76
76;80;96;111
111;64;84;111
111;111;119;111
95;90;72;84
110;95;68;92
119;111;95;84
72;84;96;110
111;111;95;87
76;68;80;72
76;80;92;103
111;95;93;85
68;84;88;84
108;111;111;102
92;88;84;84
100;95;79;64
80;111;103;95
76;64;68;84
110;111;111;110
104;119;119;108
96;96;110;119
122;119;127;116
92;96;110;126
127;111;127;127
127;112;104;96
108;95;72;84
100;111;111;85
80;104;119;125
111;92;84;124
124;124;118;108
100;110;127;110
84;80;100;116
119;108;92;80
100;108;96;80
68;72;84;94
92;102;111;103
80;84;84;100
94;103;111;111
